queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
2191,A_SHARE,A股,A_SHARE:中铁特货,001213,中铁特货,中铁特货,60.43,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2192,A_SHARE,A股,A_SHARE:唯特偶,301319,唯特偶,唯特偶,60.43,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2193,A_SHARE,A股,A_SHARE:广誉远中药股份有限公司,600771,广誉远,广誉远中药股份有限公司,60.43,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2194,A_SHARE,A股,A_SHARE:中国太平洋保险(集团)股份有限公司,601601,中国太保,中国太平洋保险(集团)股份有限公司,60.43,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2195,A_SHARE,A股,A_SHARE:海南高速,000886,海南高速,海南高速,60.42,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2196,A_SHARE,A股,A_SHARE:ST天圣,002872,ST天圣,ST天圣,60.42,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2197,A_SHARE,A股,A_SHARE:苏州银行,002966,苏州银行,苏州银行,60.42,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2198,A_SHARE,A股,A_SHARE:东珠生态环保股份有限公司,603359,*ST东珠,东珠生态环保股份有限公司,60.42,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2199,A_SHARE,A股,A_SHARE:天马新材,920971,天马新材,天马新材,60.42,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2200,A_SHARE,A股,A_SHARE:狄耐克,300884,狄耐克,狄耐克,60.41,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2201,A_SHARE,A股,A_SHARE:科达制造股份有限公司,600499,科达制造,科达制造股份有限公司,60.41,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2202,A_SHARE,A股,A_SHARE:西安炬光科技股份有限公司,688167,炬光科技,西安炬光科技股份有限公司,60.41,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2203,A_SHARE,A股,A_SHARE:北京安博通科技股份有限公司,688168,安博通,北京安博通科技股份有限公司,60.41,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2204,A_SHARE,A股,A_SHARE:杰华特微电子股份有限公司,688141,杰华特,杰华特微电子股份有限公司,60.40,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2205,A_SHARE,A股,A_SHARE:武汉祥龙电业股份有限公司,600769,祥龙电业,武汉祥龙电业股份有限公司,60.39,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2206,A_SHARE,A股,A_SHARE:上海美迪西生物医药股份有限公司,688202,美迪西,上海美迪西生物医药股份有限公司,60.39,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2207,A_SHARE,A股,A_SHARE:新亚电缆,001382,新亚电缆,新亚电缆,60.38,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2208,A_SHARE,A股,A_SHARE:立昂技术,300603,立昂技术,立昂技术,60.38,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2209,A_SHARE,A股,A_SHARE:万马科技,300698,万马科技,万马科技,60.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2210,A_SHARE,A股,A_SHARE:新铝时代,301613,新铝时代,新铝时代,60.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2211,A_SHARE,A股,A_SHARE:浪潮软件股份有限公司,600756,浪潮软件,浪潮软件股份有限公司,60.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2212,A_SHARE,A股,A_SHARE:杭州海兴电力科技股份有限公司,603556,海兴电力,杭州海兴电力科技股份有限公司,60.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2213,A_SHARE,A股,A_SHARE:同享科技,920167,同享科技,同享科技,60.37,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2214,A_SHARE,A股,A_SHARE:三态股份,301558,三态股份,三态股份,60.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2215,A_SHARE,A股,A_SHARE:苏州长光华芯光电技术股份有限公司,688048,长光华芯,苏州长光华芯光电技术股份有限公司,60.35,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2216,A_SHARE,A股,A_SHARE:元隆雅图,002878,元隆雅图,元隆雅图,60.34,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2217,A_SHARE,A股,A_SHARE:佳缘科技,301117,佳缘科技,佳缘科技,60.34,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2218,A_SHARE,A股,A_SHARE:广东莱尔新材料科技股份有限公司,688683,莱尔科技,广东莱尔新材料科技股份有限公司,60.34,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2219,A_SHARE,A股,A_SHARE:数码视讯,300079,数码视讯,数码视讯,60.33,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2220,A_SHARE,A股,A_SHARE:昊帆生物,301393,昊帆生物,昊帆生物,60.33,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2221,A_SHARE,A股,A_SHARE:云从科技集团股份有限公司,688327,云从科技,云从科技集团股份有限公司,60.33,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2222,A_SHARE,A股,A_SHARE:山东天岳先进科技股份有限公司,688234,天岳先进,山东天岳先进科技股份有限公司,60.32,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2223,A_SHARE,A股,A_SHARE:创耀(苏州)通信科技股份有限公司,688259,创耀科技,创耀(苏州)通信科技股份有限公司,60.32,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2224,A_SHARE,A股,A_SHARE:安凯客车,000868,安凯客车,安凯客车,60.31,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2225,A_SHARE,A股,A_SHARE:山河智能,002097,山河智能,山河智能,60.31,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2226,A_SHARE,A股,A_SHARE:胜利精密,002426,胜利精密,胜利精密,60.31,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2227,A_SHARE,A股,A_SHARE:威士顿,301315,威士顿,威士顿,60.31,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2228,A_SHARE,A股,A_SHARE:豪江智能,301320,豪江智能,豪江智能,60.31,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2229,A_SHARE,A股,A_SHARE:晋控电力,000767,晋控电力,晋控电力,60.30,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2230,A_SHARE,A股,A_SHARE:榕基软件,002474,榕基软件,榕基软件,60.30,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2231,A_SHARE,A股,A_SHARE:康斯特,300445,康斯特,康斯特,60.30,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2232,A_SHARE,A股,A_SHARE:透景生命,300642,透景生命,透景生命,60.30,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2233,A_SHARE,A股,A_SHARE:安徽林平循环发展股份有限公司,603284,林平发展,安徽林平循环发展股份有限公司,60.30,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2234,A_SHARE,A股,A_SHARE:苏州艾隆科技股份有限公司,688329,艾隆科技,苏州艾隆科技股份有限公司,60.30,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2235,A_SHARE,A股,A_SHARE:荣联科技,002642,荣联科技,荣联科技,60.28,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2236,A_SHARE,A股,A_SHARE:ST信源,300352,ST信源,ST信源,60.28,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2237,A_SHARE,A股,A_SHARE:重庆川仪自动化股份有限公司,603100,川仪股份,重庆川仪自动化股份有限公司,60.28,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2238,A_SHARE,A股,A_SHARE:恒拓开源,920415,恒拓开源,恒拓开源,60.28,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2239,A_SHARE,A股,A_SHARE:智光电气,002169,智光电气,智光电气,60.27,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2240,A_SHARE,A股,A_SHARE:星星科技,300256,星星科技,星星科技,60.27,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2241,A_SHARE,A股,A_SHARE:瑞德智能,301135,瑞德智能,瑞德智能,60.27,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2242,A_SHARE,A股,A_SHARE:上海汇得科技股份有限公司,603192,汇得科技,上海汇得科技股份有限公司,60.27,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2243,A_SHARE,A股,A_SHARE:上海霍莱沃电子系统技术股份有限公司,688682,霍莱沃,上海霍莱沃电子系统技术股份有限公司,60.27,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2244,A_SHARE,A股,A_SHARE:立方控股,920130,立方控股,立方控股,60.27,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2245,A_SHARE,A股,A_SHARE:创元科技,000551,创元科技,创元科技,60.26,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2246,A_SHARE,A股,A_SHARE:名臣健康,002919,名臣健康,名臣健康,60.26,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2247,A_SHARE,A股,A_SHARE:佳讯飞鸿,300213,佳讯飞鸿,佳讯飞鸿,60.26,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2248,A_SHARE,A股,A_SHARE:江苏灿勤科技股份有限公司,688182,灿勤科技,江苏灿勤科技股份有限公司,60.26,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2249,A_SHARE,A股,A_SHARE:万丰奥威,002085,万丰奥威,万丰奥威,60.25,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2250,A_SHARE,A股,A_SHARE:华民股份,300345,华民股份,华民股份,60.25,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2251,A_SHARE,A股,A_SHARE:共同药业,300966,共同药业,共同药业,60.25,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2252,A_SHARE,A股,A_SHARE:大唐电信科技股份有限公司,600198,大唐电信,大唐电信科技股份有限公司,60.25,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2253,A_SHARE,A股,A_SHARE:内蒙古鄂尔多斯资源股份有限公司,600295,鄂尔多斯,内蒙古鄂尔多斯资源股份有限公司,60.25,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2254,A_SHARE,A股,A_SHARE:中电科芯片技术股份有限公司,600877,电科芯片,中电科芯片技术股份有限公司,60.25,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2255,A_SHARE,A股,A_SHARE:新晨科技,300542,新晨科技,新晨科技,60.24,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2256,A_SHARE,A股,A_SHARE:拓新药业,301089,拓新药业,拓新药业,60.23,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2257,A_SHARE,A股,A_SHARE:北京屹唐半导体科技股份有限公司,688729,屹唐股份,北京屹唐半导体科技股份有限公司,60.23,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2258,A_SHARE,A股,A_SHARE:川网传媒,300987,川网传媒,川网传媒,60.22,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2259,A_SHARE,A股,A_SHARE:上海外服控股集团股份有限公司,600662,外服控股,上海外服控股集团股份有限公司,60.22,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2260,A_SHARE,A股,A_SHARE:宁波东方电缆股份有限公司,603606,东方电缆,宁波东方电缆股份有限公司,60.22,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2261,A_SHARE,A股,A_SHARE:北京龙软科技股份有限公司,688078,龙软科技,北京龙软科技股份有限公司,60.22,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2262,A_SHARE,A股,A_SHARE:沈阳富创精密设备股份有限公司,688409,富创精密,沈阳富创精密设备股份有限公司,60.22,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
2263,A_SHARE,A股,A_SHARE:竞业达,003005,竞业达,竞业达,60.21,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
